latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
35.5084,-118.38211,304.78,4.54,1.96,2024-08-01,0423,Terra,MODIS,40,6.1NRT,290.5,60.87,N
35.49671,-118.42735,305.27,4.57,1.96,2024-08-01,0423,Terra,MODIS,45,6.1NRT,290.3,64.9,N
35.4912,-118.36462,346.2,4.54,1.96,2024-08-01,0423,Terra,MODIS,100,6.1NRT,291.45,489.53,N
35.47905,-118.41255,347.2,4.57,1.96,2024-08-01,0423,Terra,MODIS,100,6.1NRT,292.1,513.06,N
35.5063,-118.37671,305.76,4.54,1.96,2024-08-01,0423,Terra,MODIS,45,6.1NRT,290.22,64.12,N
35.49514,-118.42091,311.65,4.57,1.96,2024-08-01,0423,Terra,MODIS,77,6.1NRT,290.56,102.52,N
35.49295,-118.37157,351.17,4.54,1.96,2024-08-01,0423,Terra,MODIS,100,6.1NRT,292.24,579.17,N
35.48072,-118.41867,343.11,4.57,1.96,2024-08-01,0423,Terra,MODIS,100,6.1NRT,291.71,441.41,N
40.82031,-119.66693,302.9,3.78,1.82,2024-08-01,0425,Terra,MODIS,52,6.1NRT,291.27,31.7,N
40.8052,-119.65952,311,3.78,1.82,2024-08-01,0425,Terra,MODIS,81,6.1NRT,291.68,67.29,N
40.81277,-119.65583,317.63,3.78,1.82,2024-08-01,0425,Terra,MODIS,95,6.1NRT,291.77,102.36,N
35.48209,-118.3801,314.78,4.22,1.9,2024-08-01,0601,Terra,MODIS,90,6.1NRT,288.02,110.66,N
35.48003,-118.4248,302.75,4.19,1.9,2024-08-01,0601,Terra,MODIS,36,6.1NRT,288.42,44.48,N
35.49698,-118.42362,308.11,4.19,1.9,2024-08-01,0601,Terra,MODIS,74,6.1NRT,289.75,72.43,N
35.48616,-118.38719,322.13,4.22,1.9,2024-08-01,0601,Terra,MODIS,100,6.1NRT,288.92,168.82,N
35.48445,-118.42927,304.32,4.19,1.9,2024-08-01,0601,Terra,MODIS,60,6.1NRT,289.1,55.15,N
40.18039,-121.61963,311.35,2.88,1.62,2024-08-01,0603,Terra,MODIS,27,6.1NRT,291.66,42.82,N
40.18275,-121.62502,310.39,2.88,1.62,2024-08-01,0603,Terra,MODIS,38,6.1NRT,291.43,41.34,N
40.22677,-121.67325,301.84,2.87,1.62,2024-08-01,0603,Terra,MODIS,9,6.1NRT,290.7,20.03,N
40.81487,-119.65389,303.39,3.87,1.83,2024-08-01,0603,Terra,MODIS,55,6.1NRT,290.62,37.13,N
35.488,-118.41438,328.79,1.09,1.04,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,291.52,30.86,N
35.48651,-118.40292,311.45,1.09,1.04,2024-08-01,1021,Aqua,MODIS,78,6.1NRT,288.48,11.96,N
35.48497,-118.39104,355.96,1.09,1.04,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,292.75,85.52,N
35.48351,-118.37983,388.58,1.08,1.04,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,298.94,216.87,N
35.48194,-118.36777,308.02,1.08,1.04,2024-08-01,1021,Aqua,MODIS,73,6.1NRT,286.94,10.7,N
35.48548,-118.44704,302.09,1.09,1.04,2024-08-01,1021,Aqua,MODIS,47,6.1NRT,289.27,6.54,N
35.4838,-118.43453,300.53,1.09,1.04,2024-08-01,1021,Aqua,MODIS,29,6.1NRT,289.16,5.3,N
35.47749,-118.38719,344.63,1.08,1.04,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,290.41,59.72,N
35.47596,-118.37572,324.26,1.08,1.04,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,288.1,26.6,N
35.46725,-118.59521,302.81,1.1,1.05,2024-08-01,1021,Aqua,MODIS,52,6.1NRT,290.46,6.94,N
38.88551,-115.43973,301.2,1,1,2024-08-01,1021,Aqua,MODIS,39,6.1NRT,286.79,6.53,N
40.27635,-121.71893,305.64,1.83,1.32,2024-08-01,1021,Aqua,MODIS,56,6.1NRT,290.11,17.65,N
40.26265,-121.6984,304.79,1.82,1.32,2024-08-01,1021,Aqua,MODIS,30,6.1NRT,289.4,15.93,N
40.21761,-121.66932,301.12,1.81,1.32,2024-08-01,1021,Aqua,MODIS,8,6.1NRT,289.58,10.44,N
40.21595,-121.65107,300.83,1.81,1.32,2024-08-01,1021,Aqua,MODIS,16,6.1NRT,290.56,10.67,N
40.20443,-121.65446,310.85,1.81,1.32,2024-08-01,1021,Aqua,MODIS,33,6.1NRT,291.2,22.62,N
40.18286,-121.67803,302.97,1.81,1.32,2024-08-01,1021,Aqua,MODIS,13,6.1NRT,291.69,11.51,N
40.17715,-121.61419,312.25,1.8,1.31,2024-08-01,1021,Aqua,MODIS,61,6.1NRT,290.05,26.04,N
40.17104,-121.67834,322.66,1.81,1.32,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,291.96,47.93,N
40.16925,-121.65812,325.57,1.81,1.32,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,289.95,54.83,N
40.1656,-121.6171,302.43,1.8,1.31,2024-08-01,1021,Aqua,MODIS,22,6.1NRT,289.79,12.11,N
40.16375,-121.59625,300.98,1.79,1.31,2024-08-01,1021,Aqua,MODIS,36,6.1NRT,288.77,11.26,N
35.93629,-118.31986,306.89,1.09,1.04,2024-08-01,1021,Aqua,MODIS,70,6.1NRT,285.95,10.95,N
35.69387,-119.23869,310.89,1.17,1.08,2024-08-01,1021,Aqua,MODIS,81,6.1NRT,293.93,13.48,N
35.52474,-118.40835,300.63,1.09,1.04,2024-08-01,1021,Aqua,MODIS,31,6.1NRT,288.27,5.31,N
35.50337,-118.38845,313.06,1.09,1.04,2024-08-01,1021,Aqua,MODIS,65,6.1NRT,289.18,12.97,N
35.50189,-118.37708,322.14,1.08,1.04,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,290.46,22.76,N
35.49417,-118.38976,328.52,1.09,1.04,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,291.14,29.69,N
35.49268,-118.37836,315.6,1.08,1.04,2024-08-01,1021,Aqua,MODIS,64,6.1NRT,291.01,15.39,N
35.48954,-118.42635,324.51,1.09,1.04,2024-08-01,1021,Aqua,MODIS,100,6.1NRT,291.46,25.84,N
32.50574,-116.76786,303.97,1,1,2024-08-01,1024,Aqua,MODIS,58,6.1NRT,289.23,6.88,N
41.49643,-117.84445,374.47,1.01,1,2024-08-01,1802,Terra,MODIS,100,6.1NRT,312.87,116.59,D
41.49481,-117.83273,345.9,1.01,1,2024-08-01,1802,Terra,MODIS,89,6.1NRT,311.6,39.76,D
40.81071,-119.64633,340.33,1.08,1.04,2024-08-01,1802,Terra,MODIS,84,6.1NRT,320.45,27.6,D
40.80317,-119.66116,364.57,1.08,1.04,2024-08-01,1802,Terra,MODIS,100,6.1NRT,313.18,87.6,D
40.80161,-119.64848,370.59,1.08,1.04,2024-08-01,1802,Terra,MODIS,100,6.1NRT,321.06,108.22,D
40.79478,-119.65611,368.23,1.08,1.04,2024-08-01,1802,Terra,MODIS,100,6.1NRT,319.51,99.5,D
40.79319,-119.64353,364.31,1.08,1.04,2024-08-01,1802,Terra,MODIS,100,6.1NRT,320.71,86.32,D
40.27451,-121.72128,323.19,1.29,1.13,2024-08-01,1802,Terra,MODIS,65,6.1NRT,300.2,21.08,D
40.24306,-121.71178,320.21,1.29,1.13,2024-08-01,1802,Terra,MODIS,42,6.1NRT,297.87,15.18,D
40.18248,-121.62408,355.98,1.28,1.12,2024-08-01,1802,Terra,MODIS,97,6.1NRT,307.07,95.62,D
40.18083,-121.60921,333.3,1.27,1.12,2024-08-01,1802,Terra,MODIS,81,6.1NRT,303.86,36.14,D
40.17746,-121.67017,326.83,1.28,1.12,2024-08-01,1802,Terra,MODIS,51,6.1NRT,304.79,19.11,D
40.17272,-121.62697,330,1.28,1.12,2024-08-01,1802,Terra,MODIS,71,6.1NRT,306.52,27.28,D
40.16748,-121.67138,346.17,1.28,1.12,2024-08-01,1802,Terra,MODIS,92,6.1NRT,309.83,60.33,D
35.94316,-118.32696,327.34,1.01,1,2024-08-01,1802,Terra,MODIS,43,6.1NRT,303.12,15.73,D
35.94153,-118.31606,327.64,1.01,1,2024-08-01,1802,Terra,MODIS,51,6.1NRT,305.38,15.04,D
35.6967,-119.23698,327.47,1,1,2024-08-01,1802,Terra,MODIS,37,6.1NRT,312.72,10.6,D
35.50759,-118.3872,335.01,1.01,1,2024-08-01,1802,Terra,MODIS,80,6.1NRT,307.43,25.19,D
35.50598,-118.37639,323.23,1.01,1,2024-08-01,1802,Terra,MODIS,24,6.1NRT,303.04,10.58,D
35.49884,-118.38925,344.96,1.01,1,2024-08-01,1802,Terra,MODIS,90,6.1NRT,307.32,40.34,D
35.4949,-118.42353,330,1.01,1,2024-08-01,1802,Terra,MODIS,64,6.1NRT,302.01,16.68,D
35.4933,-118.41281,335.62,1.01,1,2024-08-01,1802,Terra,MODIS,80,6.1NRT,304.55,25.86,D
35.49009,-118.39133,369.11,1.01,1,2024-08-01,1802,Terra,MODIS,100,6.1NRT,310.59,103.27,D
35.48846,-118.38047,399.82,1.01,1,2024-08-01,1802,Terra,MODIS,100,6.1NRT,319.14,243.47,D
35.48686,-118.3698,331.24,1.01,1,2024-08-01,1802,Terra,MODIS,73,6.1NRT,303.32,19.97,D
35.48772,-118.43606,328.08,1.01,1,2024-08-01,1802,Terra,MODIS,40,6.1NRT,303.38,13.44,D
35.48615,-118.42551,332.74,1.01,1,2024-08-01,1802,Terra,MODIS,75,6.1NRT,302.66,20.97,D
35.48455,-118.41481,374.16,1.01,1,2024-08-01,1802,Terra,MODIS,100,6.1NRT,305.81,121.36,D
35.48293,-118.40401,357.6,1.01,1,2024-08-01,1802,Terra,MODIS,98,6.1NRT,304.28,70.67,D
35.48133,-118.39333,343.44,1.01,1,2024-08-01,1802,Terra,MODIS,88,6.1NRT,305.69,40.06,D
35.47971,-118.3825,366.57,1.01,1,2024-08-01,1802,Terra,MODIS,100,6.1NRT,309.4,96.95,D
32.57829,-114.88148,333.56,1.5,1.21,2024-08-01,1804,Terra,MODIS,77,6.1NRT,304.86,25.29,D
35.94092,-118.33029,328.85,1.42,1.18,2024-08-01,2123,Aqua,MODIS,53,6.1NRT,276.87,42.37,D
40.16652,-121.61616,335.03,1.75,1.3,2024-08-01,2125,Aqua,MODIS,65,6.1NRT,306.37,52.97,D
40.17785,-121.6193,355.93,1.75,1.3,2024-08-01,2125,Aqua,MODIS,97,6.1NRT,310.74,144.34,D
40.17356,-121.63977,346.65,1.76,1.3,2024-08-01,2125,Aqua,MODIS,91,6.1NRT,311.95,87.72,D
40.16961,-121.65871,345.33,1.76,1.3,2024-08-01,2125,Aqua,MODIS,90,6.1NRT,309.99,78.68,D
40.16578,-121.67699,340.18,1.77,1.3,2024-08-01,2125,Aqua,MODIS,84,6.1NRT,310.37,57.82,D
40.19371,-121.60056,364.59,1.75,1.3,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,305.6,203.07,D
40.1895,-121.62084,463.6,1.75,1.3,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,333.39,2024.63,D
40.18524,-121.64128,402.43,1.76,1.3,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,323.12,573.93,D
40.17652,-121.68316,369.18,1.77,1.3,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,310.44,219.41,D
40.20526,-121.60252,325.63,1.75,1.3,2024-08-01,2125,Aqua,MODIS,40,6.1NRT,300.4,35.72,D
40.20094,-121.62339,369.54,1.75,1.3,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,302.96,237.87,D
40.19164,-121.66827,334.89,1.76,1.3,2024-08-01,2125,Aqua,MODIS,37,6.1NRT,304.9,40.93,D
40.21862,-121.65379,381.22,1.76,1.3,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,307.91,336.82,D
40.21473,-121.67264,364.03,1.76,1.3,2024-08-01,2125,Aqua,MODIS,99,6.1NRT,313.88,193.06,D
40.23027,-121.65529,379.07,1.76,1.3,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,302.92,319.95,D
40.22602,-121.67605,371.1,1.76,1.3,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,307.69,247.16,D
40.22177,-121.69678,343.28,1.77,1.3,2024-08-01,2125,Aqua,MODIS,73,6.1NRT,308.24,77.24,D
40.22724,-121.65923,398.31,1.76,1.3,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,309.59,536.95,D
40.22285,-121.67995,349.99,1.76,1.3,2024-08-01,2125,Aqua,MODIS,91,6.1NRT,311.16,120.39,D
40.22954,-121.7052,341.69,1.77,1.3,2024-08-01,2125,Aqua,MODIS,67,6.1NRT,303.37,75.79,D
40.28536,-121.72583,354.82,1.77,1.3,2024-08-01,2125,Aqua,MODIS,96,6.1NRT,303.32,149.76,D
40.28109,-121.74646,326.36,1.77,1.3,2024-08-01,2125,Aqua,MODIS,31,6.1NRT,307.29,32.37,D
40.79673,-119.66245,337.84,1.33,1.14,2024-08-01,2125,Aqua,MODIS,77,6.1NRT,320.67,23.77,D
40.79391,-119.67761,335.43,1.34,1.15,2024-08-01,2125,Aqua,MODIS,29,6.1NRT,322.13,17.46,D
40.80955,-119.64985,337.12,1.33,1.14,2024-08-01,2125,Aqua,MODIS,38,6.1NRT,320.32,21.4,D
40.80661,-119.66576,348.77,1.33,1.14,2024-08-01,2125,Aqua,MODIS,91,6.1NRT,321.66,52.37,D
40.81936,-119.65353,343.46,1.33,1.14,2024-08-01,2125,Aqua,MODIS,65,6.1NRT,318.2,36.7,D
40.81647,-119.66915,379.62,1.33,1.14,2024-08-01,2125,Aqua,MODIS,100,6.1NRT,321.64,191.5,D
40.81724,-119.65811,355.12,1.33,1.14,2024-08-01,2125,Aqua,MODIS,96,6.1NRT,320.33,78.69,D
40.81427,-119.67374,351.95,1.33,1.14,2024-08-01,2125,Aqua,MODIS,94,6.1NRT,320.87,66.42,D
40.82708,-119.66156,354.98,1.33,1.14,2024-08-01,2125,Aqua,MODIS,96,6.1NRT,315.24,80.45,D
40.82418,-119.67683,347.71,1.33,1.14,2024-08-01,2125,Aqua,MODIS,90,6.1NRT,312.81,55.38,D
36.6597,-119.91396,304.79,1.27,1.12,2024-08-02,0504,Terra,MODIS,62,6.1NRT,288.51,6.69,N
38.89248,-115.42508,300.36,1.03,1.01,2024-08-02,0504,Terra,MODIS,25,6.1NRT,283.51,5.63,N
38.89108,-115.43602,318.32,1.03,1.01,2024-08-02,0504,Terra,MODIS,97,6.1NRT,288.69,18.83,N
40.16351,-121.60044,309.68,1.33,1.14,2024-08-02,0504,Terra,MODIS,78,6.1NRT,287.8,12.65,N
40.1609,-121.61482,303.83,1.33,1.14,2024-08-02,0504,Terra,MODIS,14,6.1NRT,288.06,6.73,N
40.17355,-121.60285,328.67,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,291.46,37.94,N
40.17068,-121.61864,314.49,1.33,1.14,2024-08-02,0504,Terra,MODIS,14,6.1NRT,289.42,15.22,N
40.16785,-121.63432,403.14,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,306.05,411.25,N
40.16515,-121.64921,406.16,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,308.9,442.45,N
40.16264,-121.66299,347.08,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,296.05,83.45,N
40.16004,-121.67731,308.02,1.34,1.15,2024-08-02,0504,Terra,MODIS,43,6.1NRT,287.09,10.39,N
40.18361,-121.60508,362.93,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,295.59,139.36,N
40.18075,-121.62094,329.62,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,291.78,36.9,N
40.17799,-121.6362,427.87,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,314.88,704.91,N
40.17526,-121.65131,472.4,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,335.35,1598.52,N
40.1726,-121.66602,374.84,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,303.23,198.3,N
40.16986,-121.68114,327.53,1.34,1.15,2024-08-02,0504,Terra,MODIS,99,6.1NRT,292.68,35.32,N
40.16701,-121.69688,316.02,1.34,1.15,2024-08-02,0504,Terra,MODIS,54,6.1NRT,289.88,18.59,N
40.19371,-121.60706,332.87,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,293.2,46.06,N
40.19097,-121.62231,345.68,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,294.26,77.21,N
40.18817,-121.63786,419.53,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,305.75,591.59,N
40.18529,-121.65389,440.84,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,312.5,912.69,N
40.18247,-121.6695,351.14,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,295.5,95.39,N
40.17956,-121.68567,323.55,1.34,1.15,2024-08-02,0504,Terra,MODIS,80,6.1NRT,293.71,28.14,N
40.2038,-121.60906,335.58,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,291.5,52.03,N
40.20099,-121.62476,317.33,1.33,1.14,2024-08-02,0504,Terra,MODIS,95,6.1NRT,288.73,18.26,N
40.19791,-121.64204,346.57,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,290.22,79.5,N
40.195,-121.6583,373.05,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,295.85,189.87,N
40.19213,-121.67426,330.37,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,292.25,41.93,N
40.21633,-121.59747,307.01,1.33,1.14,2024-08-02,0504,Terra,MODIS,33,6.1NRT,286.76,10.05,N
40.20759,-121.64655,328.69,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,289.01,37.37,N
40.20481,-121.66213,321.9,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,290.83,25.32,N
40.21767,-121.64873,340.76,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,293.73,64.63,N
40.21835,-121.63953,316.16,1.33,1.14,2024-08-02,0504,Terra,MODIS,51,6.1NRT,289.18,18.08,N
40.21574,-121.65379,333.64,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,294.2,47.61,N
40.2261,-121.65458,344.35,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,300.57,75.63,N
40.22327,-121.67005,337.15,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,297.69,56.17,N
40.22041,-121.68564,314.73,1.34,1.15,2024-08-02,0504,Terra,MODIS,10,6.1NRT,293.85,16.25,N
40.23598,-121.65793,324.62,1.33,1.14,2024-08-02,0504,Terra,MODIS,100,6.1NRT,291.06,34.06,N
40.23314,-121.67344,307.76,1.34,1.15,2024-08-02,0504,Terra,MODIS,24,6.1NRT,290.81,11.57,N
40.22742,-121.7047,335.17,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,296.32,53.27,N
40.22462,-121.72001,310.45,1.34,1.15,2024-08-02,0504,Terra,MODIS,40,6.1NRT,292.86,13.88,N
40.23733,-121.70806,312.05,1.34,1.15,2024-08-02,0504,Terra,MODIS,21,6.1NRT,292.14,15.07,N
40.24731,-121.71101,323.72,1.34,1.15,2024-08-02,0504,Terra,MODIS,100,6.1NRT,293.43,31.41,N
40.24443,-121.72681,310.27,1.34,1.15,2024-08-02,0504,Terra,MODIS,43,6.1NRT,294.11,13.57,N
40.27714,-121.72044,311.76,1.34,1.15,2024-08-02,0504,Terra,MODIS,83,6.1NRT,290.62,16.61,N
40.27433,-121.73605,307.37,1.34,1.15,2024-08-02,0504,Terra,MODIS,71,6.1NRT,291.22,11.65,N
40.82529,-119.64849,309.56,1.09,1.04,2024-08-02,0504,Terra,MODIS,70,6.1NRT,295.31,8.65,N
40.82329,-119.661,320.43,1.09,1.04,2024-08-02,0504,Terra,MODIS,100,6.1NRT,296.95,18.79,N
40.83432,-119.65118,304.94,1.09,1.04,2024-08-02,0504,Terra,MODIS,25,6.1NRT,294.52,5.45,N
40.83236,-119.66351,321.25,1.09,1.04,2024-08-02,0504,Terra,MODIS,100,6.1NRT,296.48,19.94,N
40.17219,-121.64246,323.59,1.19,1.08,2024-08-02,1102,Aqua,MODIS,0,6.1NRT,292.51,21.85,N
40.22453,-121.65723,316.36,1.19,1.08,2024-08-02,1102,Aqua,MODIS,42,6.1NRT,277.69,19.51,N
40.21228,-121.64422,331.35,1.19,1.08,2024-08-02,1102,Aqua,MODIS,67,6.1NRT,284.93,38.89,N
40.20559,-121.60703,307.41,1.19,1.09,2024-08-02,1102,Aqua,MODIS,65,6.1NRT,288.63,9.79,N
40.20319,-121.59368,322.01,1.19,1.09,2024-08-02,1102,Aqua,MODIS,100,6.1NRT,288.73,26.09,N
40.19607,-121.6094,325.64,1.19,1.09,2024-08-02,1102,Aqua,MODIS,89,6.1NRT,293.04,28.22,N
40.19358,-121.59556,346.25,1.19,1.09,2024-08-02,1102,Aqua,MODIS,100,6.1NRT,293.17,69.39,N
40.19357,-121.65072,330.7,1.19,1.08,2024-08-02,1102,Aqua,MODIS,74,6.1NRT,290.43,35.3,N
40.19134,-121.63834,331.1,1.19,1.08,2024-08-02,1102,Aqua,MODIS,52,6.1NRT,292.85,33.45,N
40.18893,-121.62499,327.47,1.19,1.09,2024-08-02,1102,Aqua,MODIS,25,6.1NRT,292.98,26.87,N
40.17445,-121.59996,324.14,1.19,1.09,2024-08-02,1102,Aqua,MODIS,61,6.1NRT,290.55,25.89,N
40.17374,-121.67661,303.59,1.19,1.08,2024-08-02,1102,Aqua,MODIS,36,6.1NRT,278.71,9.14,N
40.17136,-121.66314,312.07,1.19,1.08,2024-08-02,1102,Aqua,MODIS,67,6.1NRT,285.16,15.95,N
40.16887,-121.64902,328.73,1.19,1.08,2024-08-02,1102,Aqua,MODIS,92,6.1NRT,291.99,35.39,N
40.16643,-121.6352,330.55,1.19,1.09,2024-08-02,1102,Aqua,MODIS,100,6.1NRT,294.61,38.65,N
40.16413,-121.62228,302.66,1.19,1.09,2024-08-02,1102,Aqua,MODIS,45,6.1NRT,289.94,7.46,N
40.16177,-121.60902,304.14,1.19,1.09,2024-08-02,1102,Aqua,MODIS,59,6.1NRT,288.91,8.87,N
40.16199,-121.66637,311.75,1.19,1.08,2024-08-02,1102,Aqua,MODIS,61,6.1NRT,284.07,15.47,N
40.1594,-121.65166,346.35,1.19,1.08,2024-08-02,1102,Aqua,MODIS,100,6.1NRT,292.08,71.52,N
40.1571,-121.63876,331.1,1.19,1.09,2024-08-02,1102,Aqua,MODIS,100,6.1NRT,291.95,39.59,N
40.80564,-119.65945,331.46,2.04,1.39,2024-08-02,1841,Terra,MODIS,80,6.1NRT,314.45,35.2,D
40.20489,-121.59538,347.17,1.63,1.26,2024-08-02,1841,Terra,MODIS,85,6.1NRT,294.54,99.21,D
40.20438,-121.60104,346.48,1.63,1.26,2024-08-02,1841,Terra,MODIS,80,6.1NRT,292.67,92.97,D
32.67642,-114.71566,334.67,2.48,1.52,2024-08-02,2203,Aqua,MODIS,67,6.1NRT,306.9,49.47,D
35.48114,-118.3797,328.05,1.28,1.12,2024-08-03,1745,Terra,MODIS,50,6.1NRT,305.53,23.54,D
32.60989,-114.91497,333,1,1,2024-08-03,1747,Terra,MODIS,49,6.1NRT,313.76,10.27,D
35.98727,-119.4491,307.37,2.23,1.45,2024-08-04,0446,Terra,MODIS,66,6.1NRT,296.35,18.83,N
40.24224,-121.70586,303.89,1.02,1.01,2024-08-04,1045,Aqua,MODIS,57,6.1NRT,289.27,6.74,N
40.23338,-121.70797,300.69,1.02,1.01,2024-08-04,1045,Aqua,MODIS,30,6.1NRT,289.2,4.81,N
40.20977,-121.60478,302.4,1.01,1.01,2024-08-04,1045,Aqua,MODIS,49,6.1NRT,289.64,5.62,N
40.24393,-121.70834,337.46,1.04,1.02,2024-08-04,1824,Terra,MODIS,85,6.1NRT,303.54,32.4,D
40.24207,-121.69656,321.39,1.04,1.02,2024-08-04,1824,Terra,MODIS,32,6.1NRT,301.62,11.97,D
33.67675,-117.31569,350.33,1.05,1.02,2024-08-04,2146,Aqua,MODIS,87,6.1NRT,322.65,35.34,D
37.04481,-119.37798,333.56,1,1,2024-08-04,2146,Aqua,MODIS,72,6.1NRT,315.53,16.31,D
37.04326,-119.38893,353.56,1,1,2024-08-04,2146,Aqua,MODIS,95,6.1NRT,313.87,52.95,D
40.17622,-121.66705,352.09,1.01,1.01,2024-08-04,2148,Aqua,MODIS,94,6.1NRT,318.92,47.28,D
40.17444,-121.67866,356.65,1.01,1.01,2024-08-04,2148,Aqua,MODIS,97,6.1NRT,316.08,58.65,D
40.19997,-121.64391,335.43,1.01,1.01,2024-08-04,2148,Aqua,MODIS,64,6.1NRT,313.98,22.49,D
40.19816,-121.65559,332.14,1.01,1.01,2024-08-04,2148,Aqua,MODIS,28,6.1NRT,313.93,15,D
40.20872,-121.64642,344.1,1.01,1.01,2024-08-04,2148,Aqua,MODIS,81,6.1NRT,309.07,35.59,D
40.20693,-121.65801,333.61,1.01,1.01,2024-08-04,2148,Aqua,MODIS,26,6.1NRT,310.01,15.74,D
40.21754,-121.64856,360.17,1.01,1.01,2024-08-04,2148,Aqua,MODIS,100,6.1NRT,308.98,72.8,D
40.22813,-121.63911,332.04,1.01,1.01,2024-08-04,2148,Aqua,MODIS,57,6.1NRT,305.24,19.82,D
40.22638,-121.65046,332.81,1.01,1.01,2024-08-04,2148,Aqua,MODIS,55,6.1NRT,308.82,20.29,D
40.24559,-121.70392,331.55,1.01,1.01,2024-08-04,2148,Aqua,MODIS,28,6.1NRT,305.32,18.52,D
40.2438,-121.71553,351.08,1.01,1.01,2024-08-04,2148,Aqua,MODIS,94,6.1NRT,308.27,52.02,D
40.25438,-121.70621,346.85,1.01,1.01,2024-08-04,2148,Aqua,MODIS,85,6.1NRT,305.41,44.25,D
40.2526,-121.71784,350.84,1.01,1.01,2024-08-04,2148,Aqua,MODIS,94,6.1NRT,309.67,50.87,D
37.58002,-120.71043,312.84,1.03,1.02,2024-08-05,0527,Terra,MODIS,86,6.1NRT,296.43,9.9,N
37.57855,-120.72187,307.4,1.03,1.02,2024-08-05,0527,Terra,MODIS,71,6.1NRT,295.97,5.95,N
38.27419,-118.82992,308.36,1.21,1.09,2024-08-05,0527,Terra,MODIS,74,6.1NRT,286.4,13.44,N
40.16304,-121.66043,306.11,1.02,1.01,2024-08-05,0527,Terra,MODIS,29,6.1NRT,293.07,5.75,N
40.16145,-121.67243,324.26,1.02,1.01,2024-08-05,0527,Terra,MODIS,100,6.1NRT,293.9,21.68,N
40.17165,-121.66837,305.28,1.02,1.01,2024-08-05,0527,Terra,MODIS,32,6.1NRT,291.98,4.91,N
40.17013,-121.6801,306.26,1.02,1.01,2024-08-05,0527,Terra,MODIS,67,6.1NRT,293.38,6.04,N
40.19395,-121.63737,343.87,1.02,1.01,2024-08-05,0527,Terra,MODIS,100,6.1NRT,297.67,50.64,N
40.20433,-121.62789,377.69,1.03,1.01,2024-08-05,0527,Terra,MODIS,100,6.1NRT,300.46,146.88,N
40.20288,-121.63908,441.69,1.02,1.01,2024-08-05,0527,Terra,MODIS,100,6.1NRT,320.71,629.23,N
40.20141,-121.65049,361.37,1.02,1.01,2024-08-05,0527,Terra,MODIS,100,6.1NRT,301.27,90.35,N
40.19991,-121.66207,318.05,1.02,1.01,2024-08-05,0527,Terra,MODIS,96,6.1NRT,296.68,14.4,N
40.19839,-121.67375,307.37,1.02,1.01,2024-08-05,0527,Terra,MODIS,44,6.1NRT,295.47,6.21,N
